I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
mmu-miR-1191b-5p	-0.120828657333333	-0.585511620333333	-0.0160651376666667	0.0568684786666667	0.427756979	0.112108914333333
mmu-miR-7677-3p	-0.0206460646666667	-0.340031427333333	0.626494078666667	0.491827603333333	0.173147927	0.186256331333333
mmu-miR-7679-3p	0.448365531333333	0.131567257	-0.255799247666667	0.042141478	-0.959183197333333	-0.391015758333333
mmu-miR-7683-5p	0.609890076333333	-0.146920309333333	0.106394538333333	0.9327903	1.01073434833333	0.972825488666667
mmu-miR-7687-5p	-0.230339919333333	-0.102227727	0.381359971666667	-0.367647382333333	-0.114912549333333	0.117002986333333
mmu-miR-1258-5p	-0.141128402	0.959276663	0.228352772666667	0.465628020333333	0.263881366	0.364079673666667
mmu-miR-7689-3p	0.733783393333333	0.511938365333333	-0.059603816	-0.00711702266666666	0.0374429833333334	-0.185166321
mmu-miR-1291	-0.658418501	0.0160853603333334	0.635242052	0.340555461666667	0.00987594066666671	0.501055405
mmu-miR-8103	-0.10540689	0.129061264	-0.258008832666667	-0.288632436	0.592957092666667	0.298900285666667
mmu-miR-8105	0.454236434333333	0.580329493	-0.298302771	0.552595432333333	0.276642108666667	0.213794092333333
mmu-miR-3535	-0.313980927666667	-0.229902116333333	0.0954532860000003	-0.341772066666667	-0.593849619333334	-0.896524835666667
mmu-miR-8114	0.495533374	0.801847117666667	0.349828959333333	0.59137982	0.976369295	0.851883885333333
mmu-miR-8118	-0.12840687	0.41439256	0.372293404	0.864939605333333	-0.09341299	0.0351258563333332
