geneID	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000000753	0.175123308001574	0.132529065920902	-0.066867497039326	-0.255426718649438	-0.25915768043634	-0.227220626230247
ENSMUSG00000000759	-0.00418194241761776	0.00505408289364554	0.0235278691101868	0.0181708707378926	0.0122897984350454	-0.0202780536343604
ENSMUSG00000000804	-0.0045801801767236	0.0176578589683317	0.0473067751043533	0.0271952210949118	0.0724860081652269	0.137621452474021
ENSMUSG00000000827	-0.0342633148167613	-0.0122324850657407	-0.0393761682018821	-0.0525153251983198	-0.0446919582680899	-0.0362235112689544
ENSMUSG00000000838	-0.00863884004545617	-0.0139823616131836	0.00497538381879757	-0.0561052878222837	-0.0451218715688759	-0.0304280431461263
ENSMUSG00000000884	-0.0534273834579583	-0.00496320147356755	-0.0984503622866081	-0.068272504117793	-0.236869447810805	-0.356184256375764
ENSMUSG00000000901	0.0198895214956495	-0.036541721103553	-0.0387013273795428	0.00223696774530869	0.0187643445190654	0.0261114423366909
ENSMUSG00000000903	-0.00129285821268514	-0.0143822246668331	-0.0849984370094732	-0.00634379869056285	-0.0225197749887683	-0.0452494060208265
ENSMUSG00000000916	-0.0238370292223317	-0.0256073847922434	-0.124204377599221	-0.130352056677094	-0.203248840793941	-0.249062607652828
ENSMUSG00000000934	-0.160892560283529	-0.042787649671422	-0.206506776716378	-0.326123084705677	-0.440661307499534	-0.480284534553864
ENSMUSG00000000957	-0.00293401984223125	-0.0400514353269788	-0.0479585936065058	-0.0671360580685087	-0.010816367771688	-0.0292231422375507
ENSMUSG00000000976	-0.0148179113516859	-0.00744132447472782	-0.0161188109529924	0.011496721331317	0.0406333267575351	0.0321537199846263
ENSMUSG00000000982	0.265646835680197	0.0541821266192007	0.376835481141441	0.48621410018987	0.638126410093169	0.525713178585887
ENSMUSG00000001016	-0.0106841615656635	-0.0203005313801565	-0.0134046368836079	-0.04044627352046	-0.0472896063972423	-0.0626358859378805
ENSMUSG00000001018	-0.0114328171192091	-0.000361511948215185	0.0263373426614488	0.0744265969355889	0.0912329233211291	0.144194242121809
ENSMUSG00000001027	0.208537896535364	0.156670598515236	0.0912422963480913	0.0656889103339903	0.210615625769342	0.331735489073317
ENSMUSG00000001029	0.00774509241034286	0.0482339633130498	0.099958164900958	0.122749366392	0.124284543719515	0.136405967592229
ENSMUSG00000001039	-0.0247883242659984	0.140023374553467	0.00612162673994066	0.178349005110471	-0.0080606508591406	0.137669342746766
ENSMUSG00000001052	0.0443160105838081	0.0386232762966052	0.0393134039452509	0.0465354655310568	0.0544613517160959	0.0248235640483706
ENSMUSG00000001054	-0.0132088196219635	0.0423858957297034	0.10940751457433	0.126333799529482	0.100030988735568	0.127093781370406
ENSMUSG00000001056	-0.027746687500582	-0.033342872053137	-0.093737353636864	-0.125159927603404	-0.204540363961638	-0.219001907968896
ENSMUSG00000001062	-0.00154603804079212	0.0166560186109682	0.0450879195266852	0.0685887154126269	0.0789305651781561	0.077592038063985
ENSMUSG00000001089	0.0769365316201843	0.00460142630214375	-0.047452165460178	-0.0335109221288196	-0.0443565626008549	-0.0156140695261674
ENSMUSG00000001100	0.00653676632847964	0.00854407721706186	-0.0182148502515244	-0.0257900117147238	-0.0630257517519471	-0.0774728007632854
ENSMUSG00000001105	-0.00590467611576938	-0.00283459540746975	-0.0318079673756293	0.00824374051870034	-0.0355049337880528	-0.0285516587277374
ENSMUSG00000001127	-0.023354587025099	0.00806481907946818	-0.00187092030664465	0.0350348993846508	0.00326755293767448	-0.00392440300221596
ENSMUSG00000001134	-0.0256546065424814	0.00205586738237895	-0.0472749688151245	-0.0255766490800746	-0.117756638116507	-0.070113421201634
ENSMUSG00000001138	0.0191951443860815	0.0102694577327936	0.00208342967902339	-0.00384576428716658	0.00843706914132236	-0.0252471658466525
ENSMUSG00000001157	0.0112969085690219	-0.00519880061791676	0.0228065412210217	0.0109636381571859	0.0388378053906398	0.0298173386350788
ENSMUSG00000001175	-0.00457539954208836	-0.00715570238558209	0.00773211707369509	0.0117252826733827	-0.00529905451728443	-0.0152830389183382
ENSMUSG00000001227	0.0354184316384419	-0.2611949664179	-0.324225607183806	-0.217599317030763	-0.245481321207164	-0.294447119648637
ENSMUSG00000001228	-0.00902873893954049	-0.0225297432393933	-0.00549865669089184	-0.0275407856127544	-0.0246719464742358	-0.105154755433564
ENSMUSG00000001281	0.258396466909221	0.507429657620666	0.858593745500952	0.816596104533099	0.545249097795704	0.223918012793033
ENSMUSG00000001288	0.0996959382143207	0.0194375958443642	0.397932222960655	-0.0359438253316246	0.195016065221356	0.120692398916136
ENSMUSG00000001300	-0.104121302408608	0.0188813893665697	-0.343819421372685	-0.196491341483659	-0.0863247719099305	-0.262213784606197
ENSMUSG00000001305	-0.0176513910991276	-0.000972896653007295	-0.0164324656975818	-0.155949815701655	-0.240792011763571	-0.203313595005196
ENSMUSG00000001313	0.0193631943771475	0.223796577006011	0.283863942931592	0.275451270362272	0.125954471276948	0.0898565473054846
ENSMUSG00000001323	0.0553862075338531	0.0711294502624407	0.0997933254000474	0.0289017622228813	0.120688377406622	0.122528619192003
ENSMUSG00000001376	-0.0271942600828654	-0.0166341817977384	-0.0546294815615062	-0.111947237521215	-0.0381366344797051	0.00434972043176903
ENSMUSG00000001379	-0.0106651653690341	0.00844915625699586	0.0126042042859399	-0.00513709972977076	0.0313776480506268	0.0135271449983019
ENSMUSG00000001383	-0.00381881028994982	0.00987938097889662	-0.00181975446082855	0.0197529235674533	0.0119543896716687	0.0188763018462288
ENSMUSG00000001403	0.00673237117420101	0.0168525555815201	0.0212109610577527	0.0103363332565836	0.0253309493809915	0.0268689027038118
ENSMUSG00000001415	-0.00811729333883853	-2.03807590528834e-05	-0.010817361710679	-0.0211701337183945	-0.0522678929362695	-0.0686195549844225
ENSMUSG00000001416	0.0046879268614306	0.00726149633980977	-0.00919393076508504	-0.0618261050381585	-0.100666251897675	-0.121862026255113
ENSMUSG00000001418	0.130816446826397	0.0486705839760809	-0.558456210873877	-0.446046827104337	-0.441631476208622	-0.347775241915299
ENSMUSG00000001419	-0.017790985008434	-0.00900266542866424	0.015835563951172	0.0501000342358886	0.0745828921434866	0.0357379818653859
ENSMUSG00000001435	0.07694288069705	0.00121469222622175	0.155417053097307	-0.0176357357525562	-0.200319817236197	-0.112541410557593
ENSMUSG00000001440	0.0328368851873912	0.00930804657240944	0.0155010499861164	-0.0385783734114597	-0.0390218151014097	-0.0572224497813184
ENSMUSG00000001441	0.0187861738398582	0.0438131669396877	0.0459946078430303	0.0402727761478388	-0.0241705376341458	0.0123671700868998
ENSMUSG00000001445	-0.00865568819598546	0.0015220174511614	-0.00983198673975718	0.0272416788291756	0.0156528335919302	-0.00400787845024796
ENSMUSG00000001472	0.0010132421975834	0.00542336650777128	0.0172096048989974	0.0227883505275791	0.0338018427741934	0.0494246737152201
ENSMUSG00000001482	0.0108251382714466	0.0200214573748222	0.0465132582261052	0.036371158059263	0.0375460188722725	-0.0024805522372127
ENSMUSG00000001494	-0.924855499587839	-0.806670845709468	-1.03382567118155	-1.04724595595043	-1.10813320867824	-0.993219814615925
ENSMUSG00000001518	-0.030355177012528	-0.00966209528818644	0.0170501603246261	0.0474553335751723	-0.0204772143256396	-0.0406536891609147
ENSMUSG00000001542	-0.0249206659782798	-0.0704757056755537	-0.0151448608390875	0.00145078407679488	-0.0180107843759289	0.00563075103486833
ENSMUSG00000001588	-0.0438547799465715	-0.0473813710345278	-0.0519886407215261	-0.0369879738233407	-0.0159381143622632	-0.00247617719135114
ENSMUSG00000001627	-0.0188070206781149	-0.0551685526551417	-0.0897326106141082	-0.148471787425835	-0.201507506292362	-0.241281285380138
ENSMUSG00000001630	-0.00195082169523857	0.00779302455096491	-0.0251661288489685	0.0568605987497523	0.282516389478807	0.36696424193884
ENSMUSG00000001665	-0.0127006946404152	-0.0733560778257731	-0.147779016973595	-0.0968076501171612	-0.0280970563736256	-0.0475024730377968
ENSMUSG00000001666	0.0262000943943818	0.0114591598229676	-0.0123976669559485	0.0630561366054911	0.0425317064694657	0.0405356488862567
ENSMUSG00000001687	-0.0251334485645895	-0.018196250324203	0.0355288244669375	0.0368757652212958	0.057064985414591	0.0667006525945612
ENSMUSG00000001739	0.0684145758456687	-0.118033957959063	-0.108174819964825	0.0235097236387432	-0.235815153792786	-0.457262515289626
ENSMUSG00000001750	-0.0292848764839973	-0.087211116466036	-0.0848294377461232	0.00108159594333404	0.0085001748758419	-0.00288732582523727
ENSMUSG00000001751	-0.0154050145676635	-0.00580914809215573	0.0895751813690589	0.0949954527399443	0.0633351894342615	0.0647090527990593
ENSMUSG00000001755	0.0107238587051292	0.00647121835098116	0.0507381483700443	0.0379394347440148	0.0532773403198971	0.0586964424880478
ENSMUSG00000001763	-0.10966499032323	0.317696872213798	0.127801291689048	-0.0989179854278213	-0.25346494996231	0.00378957434316497
ENSMUSG00000001767	0.011313249691947	-0.0365331007890724	0.0184484109072318	0.0365746658785698	0.0370045667692535	0.0785138151687006
ENSMUSG00000001774	0.0243677590401156	0.0116746907791806	-0.0734782785599042	-0.0262060368694227	-0.0367441688759664	-0.0203547553183401
ENSMUSG00000001785	-0.01619902560742	-0.0183348869676452	-0.0538278366391767	-0.113237284563169	-0.123400277775311	-0.13803504556031
ENSMUSG00000001794	-0.00110301425279283	0.0267229996606213	0.00974335103323541	0.0518402802877073	0.0494766019686688	0.0499080820543683
ENSMUSG00000001855	-0.00267888807054973	-0.00578731468815269	-0.0451245398542764	-0.0184016816280362	-0.0250387672203565	-0.0672411997388148
ENSMUSG00000001870	-0.0775252288788256	-0.224255086269294	-0.095590586141317	-0.139568353666662	-0.226485546658538	-0.287718132078833
ENSMUSG00000001910	0.009670331204271	0.0071713410828446	0.002745085873935	0.00657391611943635	-0.00716877289897933	-0.0375391575026742
ENSMUSG00000001918	-0.0127152001786612	-0.019791051531893	-0.0540042612374027	-0.0577830835482513	-0.0917340854850596	-0.129494709666677
ENSMUSG00000001924	0.0258805937633231	0.0181437443182041	0.0204151905897541	0.026656636033167	0.03599002202064	0.0037206740090336
ENSMUSG00000001930	-0.0831115351502886	-0.0581990557478535	-0.169020465785158	-0.0836313056140208	-0.0859276441706724	-0.0355426874995202
ENSMUSG00000001942	0.114827719153537	0.0472351983944242	0.0157059216856544	0.048390879376685	0.0486054680454135	0.0590884955769342
ENSMUSG00000001962	-0.0152512592187145	0.0200047001350144	0.0340969897433031	-0.0170540268958744	-0.0182778810598755	0.0606806234985681
ENSMUSG00000001964	-0.0114969755981217	0.0257358217393681	0.0557390821390979	0.0365173135362481	0.0362625528637441	0.000415300130320965
ENSMUSG00000001983	0.0198173076740982	0.0111309120395612	0.0208391013032835	0.0082188024138297	0.0016777118905287	-0.0562126124710175
ENSMUSG00000001998	0.0207778884552099	-0.0273180767508342	-0.0290829050979749	-0.0546989869764409	-0.0179419987382085	-0.00917110128671812
ENSMUSG00000001999	-0.00617676914780415	0.0309637710926358	0.0197742333140403	-0.0454062323352462	-0.0449219997460171	0.0109937607060753
ENSMUSG00000002006	0.00880117868453304	-0.0236616965757187	-0.0575111187380423	-0.0984739949732086	-0.151453394958558	-0.131770656061966
ENSMUSG00000002007	-0.0163927169377857	-0.0341049372532253	-0.0737344477968117	0.177113175885891	0.240035824473185	0.282768783805984
ENSMUSG00000002010	0.0119737239815389	0.0114632437786791	0.00200892212293596	0.029184698599555	0.0309168813522436	0.0276320893864132
ENSMUSG00000002014	0.014808113542	-0.0155665358390339	-0.0698976540383078	-0.0338717957614271	-0.103499635496649	-0.0988563415482804
ENSMUSG00000002028	-0.0217201285078836	-0.0127153456042631	-0.021677627515124	0.00402056584072198	0.0459096996960507	0.0535763559446162
ENSMUSG00000002031	0.0114838964704155	0.0409729253112247	0.0500537376947702	0.10676387046766	0.168079212064241	0.179424000542634
ENSMUSG00000002032	-0.000601565544682237	0.305082757562366	0.179932235507679	0.273987353588195	0.185309826691209	0.0671778358602935
ENSMUSG00000002052	-0.00520901534705091	0.000626588994944204	-0.00958129125257686	-0.00333571978943563	0.00840726288289813	-0.00444044192614658
ENSMUSG00000002058	0.00612643630493406	-0.0011670434378961	-0.0155925571122106	-0.0380055226390535	-0.0471843347242799	-0.0135657397390772
ENSMUSG00000002064	-0.0409074001902671	-0.00233780457395081	0.0192456539649237	-0.00646421023211503	0.0468815294017151	0.0806045381486892
ENSMUSG00000002083	-0.0222390444459316	-0.119419321393765	-0.0795229508158889	-0.0741006813272936	-0.051694584202541	0.0317007036694655
ENSMUSG00000002102	-0.00665695091854469	0.000454172751973686	0.00732445139207354	-0.0271891106099087	-0.0186919069021984	-0.0138784906737988
ENSMUSG00000002105	-0.0188073216394237	0.0498064951518765	0.0656010027528815	0.0257988164292026	0.0418338838456873	0.0564007550056496
ENSMUSG00000002108	-0.201701167202162	-0.291989843012459	-0.309783193423158	0.303850066711146	-0.0676288784579189	0.157487040181926
ENSMUSG00000002109	-0.00469678648924624	0.0270637658366022	0.0776107547192451	0.125960255614241	0.0445901528394281	-0.000415657255956301
ENSMUSG00000002111	-0.00655839192739911	0.0700768046208317	0.144153783763583	0.117618286861096	0.0739083876051282	0.0698750320586003
ENSMUSG00000002129	0.00375233408300622	0.00828199039433054	0.00491047322472593	0.0236631626119673	0.0036106849007125	-0.0469835518023468
ENSMUSG00000002210	-0.0182926506746412	-0.0152434856253073	-0.0531152076502	-0.0328943327597541	-0.0396610141668715	-0.0548400147515224
ENSMUSG00000002227	-0.00434289936402189	0.012447069186847	0.0128784353549382	0.0463412705780763	0.0102683732247482	0.0152505705305368
ENSMUSG00000002250	0.0267389124203234	-0.0422584432680352	-0.0383836223919369	-0.0987232521665778	-0.0939384361699456	-0.109196474444606
ENSMUSG00000002289	-0.0347012798650947	0.117255888352139	0.0514095954117555	0.0821085127564111	-0.082317581280601	-0.13396640523006
ENSMUSG00000002297	-0.00847421283712713	-0.00162295360141868	0.0252924695457587	-0.0426459764309322	-0.0229259557833732	-0.0313528579591542
ENSMUSG00000002307	-0.00360680469386859	0.00388440826484228	0.024265630608938	0.0268136183090975	0.0443003979973091	0.051232446817531
ENSMUSG00000002325	-0.0346130899932606	0.0091292200712888	0.00450073084157044	0.0150333249379481	0.0461902442000066	0.0763841381995399
ENSMUSG00000002326	0.000881662424034517	-0.00514804400635646	-0.0424592175138156	-0.0315297491061184	-0.0253986450425436	-0.0387548057445897
ENSMUSG00000002332	0.00503055221114962	0.0249667962815595	0.0515451278684623	0.0979317250501744	0.151090341531375	0.116853907319175
ENSMUSG00000002342	0.00241334260309102	-0.0187073317963748	-0.0843887628534654	-0.0465478118167051	-0.0837639280137329	-0.123116956996033
ENSMUSG00000002345	0.00797938610523005	0.00824594434344963	0.0187191749772789	0.0510644683151966	0.0711278720616761	0.109893042858739
ENSMUSG00000002346	-0.0335058314170404	-0.0542097263492414	-0.0478870252052826	-0.0222582961715265	-0.105128995908745	-0.192468389514036
ENSMUSG00000002365	0.0120185619325881	-0.0127864867877109	0.0074749402196336	-0.0342461717069331	0.0104775173555664	0.0346097284051389
ENSMUSG00000002379	-0.00541935676008264	-0.00401120294111765	0.0303085422171945	0.00734619781379627	-0.00176843125995897	-0.0186413215829728
ENSMUSG00000002393	0.0148127931021717	0.0241470181745933	0.0519384251121684	0.042624013420765	0.0391829056823281	0.016730728176017
ENSMUSG00000002395	0.0039844091859319	-0.0054405587023665	0.00758772392586508	-0.0237412690091232	0.0552662667328446	0.105081468407732
ENSMUSG00000002409	-0.0418563190601643	-0.089329199533839	-0.0635307777503954	0.0718544433783939	0.0861671947451495	0.0471601367539332
ENSMUSG00000002416	-0.0061447451028432	-0.0195348254400697	-0.0703762707675416	0.0113106706737922	-0.125999034029131	-0.18187460940736
ENSMUSG00000002428	-0.00367603885471725	0.00128709009902576	0.0339530043311217	0.0277031331353939	0.0547117731607281	0.0713219166081989
ENSMUSG00000002486	-0.0305938209825848	-0.0565092647317536	-0.0495685913564205	-0.0898680762732667	-0.0178419520680145	-0.018616291470867
ENSMUSG00000002496	-0.0136343220348877	-0.0117531928852933	-0.0192059898782726	0.00306255394836415	0.0101060196797999	-0.00590850381443656
ENSMUSG00000002524	0.00754613053391558	-0.00113786062210846	0.0123036636624184	0.00330179375322026	0.00700174010614544	-0.0123358654388255
ENSMUSG00000002550	0.0124373100981186	0.00704371809906567	0.0464128521282762	0.0495570839527133	0.0365810912997979	0.0341495257668317
ENSMUSG00000002565	-0.0998615382852582	-0.130715245873342	-0.270602383249543	-0.0449779626484736	-0.109403181254291	-0.147744997178209
ENSMUSG00000002603	-0.043974919153317	-0.033239680266254	-0.0212317866619004	-0.0563934999343345	-0.079588333182629	-0.0892211047527618
ENSMUSG00000002608	0.00303686808558083	0.0379948359195924	0.0360235712927667	0.10126508649805	0.0848799470870472	0.0544292800575356
ENSMUSG00000002617	-0.0333016723586741	-0.0176145856685452	-1.35660835897655e-05	0.0632570349481537	-0.00269400097672697	0.0720294910499068
ENSMUSG00000002625	-0.00533382232438044	0.0161388253166244	0.0221537101811815	0.0383824049954724	0.0876152042157249	0.114382440683124
ENSMUSG00000002635	-0.0251661604680003	-0.00493402326007341	-0.0167959414454598	-0.0647234840945219	-0.0516950800341526	-0.0598335273333826
ENSMUSG00000002668	-0.000187320048539875	0.0450245979482147	0.117095143700983	0.183462628060977	0.219846379699775	0.275165594123851
ENSMUSG00000002718	0.0134393878109547	0.00412621380153746	-0.0172099102308863	-0.0570879354638612	-0.0899669288863112	-0.150569377534757
ENSMUSG00000002728	-0.00774367544540798	-0.0301833625055662	-0.074324466972063	-0.0789455847077869	-0.150789882746386	-0.1643442537227
ENSMUSG00000002731	0.00962030419290696	0.0232513770229381	0.00137001032412196	-0.0191472503241299	0.0929528444792	0.154669413031023
ENSMUSG00000002733	-0.0309781234761022	0.00983044905051007	-0.02999743275847	-0.0491045738302927	-0.0418559260252964	-0.0545489686183391
ENSMUSG00000002741	-0.00801243743885863	0.0097579250258152	0.0492097669097822	0.00781510389119531	0.0297858364224984	0.0285434979325211
ENSMUSG00000002767	-0.0113848602625683	-0.00112362028047282	-0.0384735501646421	-0.0243979973726505	-0.0926783064012623	-0.122689232249374
ENSMUSG00000002768	0.0174883716390061	0.0245688354386546	0.0238827297434869	0.091390149091056	0.0655726024214507	0.0402546805242672
ENSMUSG00000002791	-0.155251726765289	-0.0489285263988303	-0.211244439326531	0.0409708742521104	-0.0741369724015161	0.230323949156346
ENSMUSG00000002804	0.0499474092182874	0.0342218679577831	0.0413549475641854	0.158705753689584	0.144020656027704	0.0941797928840126
ENSMUSG00000002820	-0.0182934590049133	0.0289339328194371	0.00856194876266602	0.0123720633543916	-0.0241551614956766	-0.00215213618045709
ENSMUSG00000002835	-0.00706200901132588	-0.00117069515742063	0.0141724450811848	-0.00911167527829328	-0.0310266263989139	-0.0856117766857367
ENSMUSG00000002844	0.0221051930040075	0.0292945545503211	0.0692732211245732	0.104980587667077	0.0801145644752283	0.0660848018728404
ENSMUSG00000002845	-0.0137281136286941	0.0131753720679434	-0.0206594702359831	-0.0107746643196868	-0.0605141669291864	-0.116900547608562
ENSMUSG00000002871	0.0240082556009098	0.00469051063385041	-0.0139034973506625	0.0333283080203971	0.0387979760798591	0.0697259792906696
ENSMUSG00000002897	0.00336896027277405	-0.104154198574875	-0.0787892825088796	-0.0273748885476265	0.019772869595661	0.051971005420643
ENSMUSG00000002910	-0.0359220613402721	-0.0424194146072992	-0.024033910204872	0.000940641879492009	0.0208111201102639	0.0610728962156262
ENSMUSG00000002944	0.276715178311346	0.235223777340922	-0.131222065045634	0.381909537529397	0.861247546219695	0.712914901348992
ENSMUSG00000002948	0.00763877345310678	-0.0139886940026482	0.0279794835898554	0.0173334444000842	0.0443756178887486	0.0313301418409057
ENSMUSG00000002963	-0.00529337840748665	-0.00113597591570453	0.0519028042505546	0.0593439954451861	0.100640423680788	0.126936926921285
ENSMUSG00000002968	0.00744057199250204	-0.0022982572383528	-0.0112555781598438	0.0252349100600418	0.00889039668938774	-0.0138580926638432
ENSMUSG00000002981	0.0253608938517939	0.0181167841322307	0.00564178077367157	0.0120264623023572	-0.0202421567492478	-0.0237926610458931
ENSMUSG00000002985	-0.0203087030164076	0.0337460357890893	-0.0528828866790832	-0.0708906183477784	-0.160325793943491	-0.158419366245785
ENSMUSG00000002996	-0.00631446855201355	0.0238542053274413	0.0582772927523046	0.190685527452597	0.22334213438827	0.259583080126437
ENSMUSG00000003031	0.0670580906647479	0.0824865112532326	0.190060239468854	0.23629227458509	0.336243141056941	0.325719543320708
ENSMUSG00000003037	-0.00386427577368241	0.0125521195441231	0.0275206008918153	0.00581867271229619	-0.00373571918838831	-0.00364481877183518
ENSMUSG00000003062	0.00496421096085152	-0.00457151061678625	-0.00492618189192703	-0.0272377352166594	-0.0484224901534176	-0.0745814117457162
ENSMUSG00000003068	-0.0198575320574516	0.000633186232652047	0.0118983580342427	0.0081807185766	0.00557941518744386	0.00804952017240822
ENSMUSG00000003070	-0.122565112355646	0.035343339980815	-0.139299852427501	0.296297175450711	0.0816588788957761	0.0838095060121102
ENSMUSG00000003072	-0.00859709155571452	0.00038654400137142	-0.000590280274654931	-0.00231011813888136	-0.0297939641937197	-0.0642421061343679
ENSMUSG00000003099	-0.00166506918652675	-0.000820240749870085	-0.037884312090984	-0.0814983398552966	-0.108145832954306	-0.141963202696157
ENSMUSG00000003123	-0.00630611065949231	0.054893734252944	0.0474733645896368	0.106939329450203	0.0743229103105675	0.115033216765407
ENSMUSG00000003135	-0.00191459269151187	0.00273044932337911	0.0379892023334721	-0.00218262038435254	0.0169224772501788	0.0265837131453086
ENSMUSG00000003153	0.0468687717354022	0.05375170650234	0.0527095791134899	0.0440329820360463	-0.00776562158820863	-0.0377608879737417
ENSMUSG00000003184	-0.0137703990577694	0.00753783225556473	0.0118658970696209	-0.00935788900586973	0.00150854252713665	0.0334204473551759
ENSMUSG00000003226	0.0299532259559543	-0.00483641142904115	0.0191673465774701	-0.0133472848667866	0.016768485066202	0.0220663842438124
ENSMUSG00000003235	-0.0059915467591909	0.000354641332185416	-0.0198321097765596	-0.0308061950300132	-0.0517668839127725	-0.0670498329962339
ENSMUSG00000003269	-0.0191233941353317	0.0135679957273005	0.0255755936061354	0.0599855825050671	0.116706019652193	0.150383983314224
ENSMUSG00000003283	-0.53289826779463	-0.457576078937809	-0.49164750363232	-0.457382346133081	-0.208444531172816	-0.228595729716014
ENSMUSG00000003299	0.0180935247586551	0.0196408428023	-0.011118882728777	0.0460651355665012	0.0245952968076872	-0.00745131956252786
ENSMUSG00000003308	0.0133832198747118	0.00516665536132264	0.00918971363332053	0.0180144803309032	-0.00262018570705096	-0.0251084596297972
ENSMUSG00000003316	0.0171577153949101	0.0302689253964118	0.0582805426866339	0.0538272219844396	0.0408918962363367	0.0521018700344364
