#Gene name	I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
ENSMUSG00000021215	-0.277104502	0.0538470305	-0.113950022	0.0268477615	-0.2639026785	-0.0470453395
ENSMUSG00000021213	-0.144498449	0.09877287	-0.115197848	0.37466391	0.061494416	0.298293508
ENSMUSG00000021211	0.280294219	0.059575534	0.123099029	0.487656277	0.246257151	0.554115386
ENSMUSG00000022095	0.80629866	0.194500469	0.454242116	-0.095792497	0.225577421	0.031292539
ENSMUSG00000022094	1.116434137	0.104091849	1.027054017	0.000506154	0.632184524	0.356216245
ENSMUSG00000022090	-0.338651896357	-0.205581113214	-0.148294961643	-0.162443065929	-0.132607618286	-0.215460520714
ENSMUSG00000021218	0.779823709	-0.131213532	0.01958444	-0.488627232	-0.198244442	-0.403154424
ENSMUSG00000022092	0.526162366	0.228591966	0.403889986	0.033562948	0.025545254	0.105244521
ENSMUSG00000000982	0.269752102	0.481326039	0.256877028	0.619910411	0.772208078	0.685983303
ENSMUSG00000055789	0.127108741	-0.077990577	0.031863965	0.259422751	0.031789741	0.191855245
ENSMUSG00000024097	0.602308278	-0.045432944	-0.149987298	-0.306493749	-0.220605705	-0.254087575
ENSMUSG00000003573	0.995113124	0.099787803	0.413950071	-0.031834165	0.287714191	0.216924315
ENSMUSG00000026421	0.516843864	-0.149966747	0.033399206	-0.501087992	-0.126218444	-0.395967909
ENSMUSG00000058291	0.305652378	-0.020688067	-0.229948947	0.072128524	-0.074178566	0.05980369
ENSMUSG00000023143	0.088653482	0.254971704	-0.056855582	-0.243589991	-0.186845062	-0.273602633
ENSMUSG00000026425	0.089648718	-0.307041849	-0.46790918	-0.221328841	-0.320155776	-0.2553269
ENSMUSG00000026426	0.177124592	-0.066191897	0.187939626	-0.315277412	-0.160580514	-0.271010947
ENSMUSG00000026427	0.451862436	-0.083921827	-0.0339145	-0.246204327	-0.048605356	-0.229223058
ENSMUSG00000026429	0.215192946	0.145891816	-0.051387904	-0.195383863	-0.075501372	-0.148713374
ENSMUSG00000062031	0.347366881	-0.287844169	0.130889986	-0.22205	-0.024915391	-0.180050459
ENSMUSG00000085594	-0.053835434	-0.026846549	-0.027069407	-0.260825166	-0.228715209	-0.274515723
ENSMUSG00000012519	-0.03064782	-0.077950599	-0.086645843	0.010078279	-0.101197253	-0.111012345
ENSMUSG00000005804	0.156628142	-0.165736918	0.107857099	0.149605473	0.043415941	0.193532524
ENSMUSG00000006307	0.513767352	-0.133595581	0.150310149	-0.113433039	-0.17261295	-0.07159163
ENSMUSG00000005803	0.698356563	1.617252044	0.93527485	1.045974056	1.089326963	1.028702117
ENSMUSG00000056257	0.598322112	-0.147306823	0.374382682	-0.180546769	0.346370532	0.033340527
ENSMUSG00000051209	-0.35248329	0.221947368	0.0304292	0.176423385	-0.006384663	0.111393697
ENSMUSG00000020664	0.131687928	-0.127470887	-0.009613617	-0.106667959	0.09590235	-0.003904855
ENSMUSG00000031642	1.119929048	-0.151551848	0.58372333	-0.215688621	0.408370124	0.139312625
ENSMUSG00000029047	0.788016253	-0.091540749	-0.039363775	-0.099435477	-0.113282732	-0.001875288
ENSMUSG00000089452	-0.483615256	-0.181148792	-0.202344738	0.041633644	0.290482111	0.06636319
ENSMUSG00000047126	0.524268009	-0.241752016	-0.103815812	-0.382470503	-0.277616085	-0.331278503
ENSMUSG00000029048	0.59882093	0.002332432	-0.111966811	-0.40736324	-0.290732088	-0.312663174
ENSMUSG00000049672	1.170268335	0.371766228	0.28600127	-0.000132623	0.331104433	0.163164861
ENSMUSG00000047123	0.222570488	-0.287873937	-0.373790833	-0.562464214	-0.49694514	-0.592293159
ENSMUSG00000081687	-0.306581356	0.232333811	-0.126630357	0.175229922	0.023833404	0.080140202
ENSMUSG00000003752	0.275468	0.281290706	0.327749279	0.21516779	0.246416562	0.305958506
ENSMUSG00000057789	0.377503283	-0.034289768	-0.232291322	-0.62137953	-0.565685244	-0.653492177
ENSMUSG00000057788	0.35331697	0.063510563	0.163480122	-0.006288228	0.010506016	0.039143825
ENSMUSG00000026932	-0.670193232	0.334020508	0.163688126	1.415696357	0.908303091	1.215038221
ENSMUSG00000026933	0.29361023	0.007457933	-0.138529245	-0.064344831	-0.169460723	-0.031388053
ENSMUSG00000085379	-0.209775738	0.16039136	0.213886319	0.021964888	-0.043352339	0.069062519
ENSMUSG00000097810	0.282349016	0.111375803	-0.078151831	-0.076821779	-0.056118728	-0.073549382
ENSMUSG00000026934	-0.242427701	0.622983677	0.085235684	-0.291143714	-0.136326988	-0.323172934
ENSMUSG00000097812	0.367402067	-0.259230908	-0.266752248	-0.676359412	-0.562949261	-0.713385059
ENSMUSG00000060216	0.768025485	0.277104879	0.090751068	-0.217337866	-0.045400237	-0.108971153
ENSMUSG00000028790	1.025681111	0.171817768	0.373052007	-0.382706301	-0.165841146	-0.299568655
ENSMUSG00000028792	0.512951969	-0.180438469	0.066721138	-0.545107251	-0.291307267	-0.52695616
ENSMUSG00000028793	1.075565606	0.452994893	0.535699529	0.193397212	0.238650554	0.39214238
ENSMUSG00000028796	0.952907876	0.945244743	0.630854506	0.443513191	0.286304117	0.529664502
ENSMUSG00000028797	0.450298602	0.129432443	0.273028782	0.019375914	0.27929307	0.1107242
ENSMUSG00000028798	0.450298602	0.129432443	0.273028782	0.019375914	0.27929307	0.1107242
ENSMUSG00000043733	1.183118873	0.397424774	0.225286164	0.034906571	0.588963031	0.27834022
ENSMUSG00000029227	0.795341386	0.415392142	0.341097869	-0.120737383	-0.073092583	-0.015039538
ENSMUSG00000039648	-0.138155483	-0.079676632	-0.218666936	-0.203413752	-0.228747383	-0.184886819
ENSMUSG00000022545	0.085165885	0.009713797	-0.021833602	0.012278924	-0.213205589	-0.04485005
ENSMUSG00000022544	0.838392045	-0.107257271	0.243111813	-0.10367249	0.114462031	0.052933132
ENSMUSG00000029223	0.153136486	0.250038958	0.078895956	-0.077047857	-0.106036082	-0.115608003
ENSMUSG00000022234	0.630373818	-0.125474752	0.082581392	-0.326794011	-0.325545815	-0.252190691
ENSMUSG00000029221	0.920799849	0.2669017	0.607411555	-0.052477879	0.390836377	0.141406845
ENSMUSG00000022540	0.321961867	0.00876019	-0.281035423	-0.638088075	-0.430660966	-0.632664988
ENSMUSG00000022871	-0.053512477	0.02979725	-0.041398505	0.089438619	0.158144976	0.147554939
ENSMUSG00000029229	0.532064892	0.100846131	0.522613797	0.148071147	0.252801883	0.296437841
ENSMUSG00000077501	-0.007200903	0.967753423	-0.175896353	0.253846624	0.512911852	0.275412224
ENSMUSG00000038225	0.391436199	-0.287983467	-0.117314251	-0.436736011	-0.224669348	-0.357055182
ENSMUSG00000029840	0.345443723	-0.230768318	-0.071895789	-0.294577287	-0.380127222	-0.259101004
ENSMUSG00000025016	0.774306897	0.228593817	0.267142385	0.14337098	0.326388553	0.297601223
ENSMUSG00000028577	0.738320312	-0.036625002	0.384364202	0.070274153	0.252467756	0.188762004
ENSMUSG00000025010	0.838870423	0.07324853	-0.054430106	-0.03759112	0.231920648	0.083459561
ENSMUSG00000028573	0.33609744	0.026502726	0.207094698	0.000833998	-0.244143187	-0.005863828
ENSMUSG00000028578	0.296592764	0.236731881	0.373255308	-0.068565904	-0.00264092	0.034609059
ENSMUSG00000025019	0.922315888	0.110114271	0.465176893	-0.541524325	-0.088927075	-0.173705671
ENSMUSG00000009863	0.293843472	-0.323645252	-0.140022149	-0.125852169	-0.147859621	-0.050595854
ENSMUSG00000025507	0.603519943	0.021250347	0.129243004	-0.348736838	0.042680348	-0.172122286
ENSMUSG00000008140	0.353906764	-0.103665192	0.149949261	-0.173539726	-0.134704647	-0.05825984
ENSMUSG00000006134	0.786487378	0.088938794	-0.040288171	-0.252377394	-0.15670753	-0.191898828
ENSMUSG00000072969	0.210828079	0.092217381	-0.118148078	0.029494283	-0.283280117	-0.01729539
ENSMUSG00000072964	0.598171098	-0.292892239	0.588240191	-0.086615852	-0.010635518	-0.005824244
ENSMUSG00000072960	-0.09338286975	-0.21059879375	-0.26044490925	-0.30424156125	-0.27015651575	-0.31198727025
ENSMUSG00000025503	0.10761148	-0.315565363	-0.205741946	-0.288555399	-0.225048053	-0.253439654
ENSMUSG00000014402	0.331486002	0.198727286	0.580211681	0.123002801	0.340060503	0.309842806
ENSMUSG00000006050	-0.103512718	-0.117972181	0.016229849	-0.109667759	0.171537355	-0.065245102
ENSMUSG00000006057	-0.089747734	-0.158429647	-0.444780362	-0.220426629	-0.31203543	-0.235064042
ENSMUSG00000006058	0.567329099	0.054225761	0.197831849	-0.07957019	-0.01129833	-0.000786559
ENSMUSG00000087050	0.697264887	-0.209085793	0.118427124	-0.432064266	-0.22841269	-0.355009775
ENSMUSG00000055204	0.296760571	-0.430528705	0.352393662	-0.758965884	-0.307466025	-0.533161105
ENSMUSG00000087052	0.072283547	-0.131016419	-0.377586082	-0.289157187	-0.064197107	-0.35730153
ENSMUSG00000092558	0.405154339	0.341641341	0.218909572	0.151298356	-0.010867376	0.159054787
ENSMUSG00000014349	0.612151242	0.166194889	0.238020302	0.021679963	0.104420751	0.050174625
ENSMUSG00000042066	-0.196819818	0.2766391	0.355859281	-0.142734013	-0.165309127	-0.120400968
ENSMUSG00000024505	0.8519403	-0.017592079	0.070040634	-0.175092176	0.040614965	-0.056535096
ENSMUSG00000064262	-1.215042113	-0.706024389	-0.824108917	-0.978990889	-1.01705805	-0.982604815
ENSMUSG00000036299	-0.045866299	-0.17683533	-0.060508287	0.173039567	0.097892328	0.187530676
ENSMUSG00000064264	0.610552741	-0.152175098	0.078782516	-0.211472417	0.054126737	-0.146558967
ENSMUSG00000064267	-0.0313049052	-0.5318328602	-0.168449205	-0.4314979026	-0.285649543	-0.4634224874
ENSMUSG00000034653	0.67656282	0.130371122	0.543717415	0.020611956	0.368186543	0.180470599
ENSMUSG00000032348	-0.378451345	-0.172030056	0.701174815	0.604283408	0.217663254	0.646422527
ENSMUSG00000055200	0.516241107	-0.121048059	0.01735674	-0.216477035	-0.062450171	-0.169182663
ENSMUSG00000032698	0.885909255	-0.008441583	0.561645716	-0.321404278	0.156825718	-0.101335094
ENSMUSG00000032344	0.045965711	-0.245871006	0.179225846	-0.104475984	0.234793678	0.034290808
ENSMUSG00000086277	0.484583449	0.246738141	0.05150033	-0.430576926	-0.299873616	-0.434990039
ENSMUSG00000052310	-0.06393427	-0.249992225	-0.277004078	-0.346865888	-0.21486581	-0.34057149
ENSMUSG00000032690	0.372691687	0.38125429	0.124712445	0.090536879	0.063137057	0.141758202
ENSMUSG00000032691	0.05982762	0.773456802	0.395698506	1.002400094	1.150725835	0.976987606
ENSMUSG00000027636	0.240636309	-0.030280608	0.318310692	0.28850583	0.638373959	0.382549272
ENSMUSG00000044966	0.127306344	-0.189086592	-0.100222042	0.096585014	-0.079890659	0.087001358
ENSMUSG00000027637	0.739994975	0.080347321	0.097704197	-0.179344525	-0.028317418	-0.060252963
ENSMUSG00000037922	0.187384394	-0.251110734	0.104952696	-0.408435597	-0.413908804	-0.361133532
ENSMUSG00000037921	-0.933097302	0.049899203	-0.654725348	1.282642494	0.30625405	0.999885659
ENSMUSG00000037926	0.889725455889	0.0863341745556	0.482919873	-0.110624584667	0.20040906	0.0539604506667
ENSMUSG00000037826	0.185887096	-0.129602252	-0.274071934	-0.142730371	-0.258160267	-0.128156602
ENSMUSG00000037822	0.827592672	0.0619424392	0.412072811	0.0561115108	0.1367830494	0.2081828962
ENSMUSG00000037820	0.616333205	-0.075296865	0.223291218	-0.721210493	-0.330511387	-0.473740785
ENSMUSG00000036199	0.326324444	0.050324593	0.1676892	-0.071850674	-0.110173853	-0.067707132
ENSMUSG00000045382	0.432536316	0.079030837	0.235559218	-0.121519659	0.010378915	-0.068809522
ENSMUSG00000036197	0.747032946	0.00702648	0.259101442	0.025257419	0.050310476	0.111426967
ENSMUSG00000027323	0.167403039	0.035655558	0.272505639	0.180470377	0.006607681	0.193995165
ENSMUSG00000018412	0.637380696	-0.130099306	0.053844587	-0.124693155	-0.135037104	-0.074115655
ENSMUSG00000018415	1.011771116	0.170820633	0.314362235	-0.183077816	-0.116540128	0.005323922
ENSMUSG00000021840	0.77059201	-0.026109673	0.481806999	-0.34516302	0.054522569	-0.230873049
ENSMUSG00000032525	0.41442698	-0.033172847	-0.002494424	-0.233365809	-0.136733641	-0.18133675
ENSMUSG00000032526	0.511344297	-0.097799703	-0.093401183	-0.384190204	-0.329092043	-0.316677811
ENSMUSG00000074093	0.21798315225	-0.18220804475	0.3721673655	-0.06277790625	0.280097666	0.14681270875
ENSMUSG00000071266	0.451342473	0.096457431	-0.112943445	-0.156929128	0.049562422	-0.067271558
ENSMUSG00000032253	0.701871839	-0.159245117	0.27659945	-0.357898103	-0.036743834	-0.204041677
ENSMUSG00000062638	0.080733612	-0.09990229	0.066043422	0.046683193	0.060042742	0.024382295
ENSMUSG00000044387	0.948830223	-0.562246794	-0.444560716	-0.765307025	-0.491797819	-0.715718997
ENSMUSG00000029817	0.513983757	0.105793646	0.219949254	-0.124923066	-0.138493149	-0.064600674
ENSMUSG00000078853	0.261539143	-0.449615933	0.010790054	-0.242339504	0.00769884	-0.210519731
ENSMUSG00000078851	0.056702222	-0.0031923	-0.084745029	0.029864593	-0.11003707	0.002220078
ENSMUSG00000030890	0.091409879	0.275055119	-0.001071533	0.081089557	0.207379804	0.142466887
ENSMUSG00000017499	0.208810263	-0.204920068	-0.202848038	-0.158151819	-0.185306015	-0.116463901
ENSMUSG00000024654	0.810265553	0.205850943	0.252895506	-0.363957749	-0.031629166	-0.222914664
ENSMUSG00000049076	0.65641053	0.107375087	0.015984961	-0.138253904	-0.096792275	-0.086171137
ENSMUSG00000050035	1.226941902	-0.037688238	0.675568045	-0.03233684	0.190134729	0.174302535
ENSMUSG00000005233	0.22403357	-0.108493883	-0.099709565	-0.121572149	-0.187210917	-0.122953704
ENSMUSG00000024301	0.807302798	0.058391741	-0.115197659	-0.320498654	-0.213795691	-0.256377817
ENSMUSG00000024300	-0.147385361	0.251313431	0.069845789	0.232187062	-0.163535613	0.053853009
ENSMUSG00000024659	0.308063223	0.158979823	0.379900218	0.404224617	0.146680001	0.345481715
ENSMUSG00000024658	0.810265553	0.205850943	0.252895506	-0.363957749	-0.031629166	-0.222914664
ENSMUSG00000024309	9.08e-05	-0.001092367	0.115127948	0.312061724	-0.055788352	0.241626957
ENSMUSG00000024308	0.177988402	-0.223719432	-0.134000614	-0.404561778	-0.434184407	-0.408880634
ENSMUSG00000086016	0.543197489	-0.088576168	-0.110728391	-0.378522337	-0.173607267	-0.299696685
ENSMUSG00000086015	0.235218045	-0.36590319	-0.522794813	-0.456014109	-0.355442278	-0.456386465
ENSMUSG00000086013	1.238351446	0.145717979	0.504148819	-0.167072208	0.219945918	0.084809765
ENSMUSG00000032834	-0.01517346	-0.336468348	0.054106631	-0.083426519	-0.41780952	-0.108714971
ENSMUSG00000060771	0.514343141	0.068452142	0.075162176	-0.254004797	-0.091572021	-0.16864631
ENSMUSG00000026657	0.509347408	-0.094830926	0.323081848	-0.018101156	0.085569172	0.049893887
ENSMUSG00000026656	-0.41606812	-0.100775865	0.003447358	0.502025936	0.284516516	0.401767493
ENSMUSG00000026655	0.524965153	-0.039459468	0.280018395	-0.112855448	-0.082726857	-0.033180926
ENSMUSG00000044030	0.181300679667	-0.0957335173333	0.000910125666667	-0.170905796667	-0.24881111	-0.127219554667
ENSMUSG00000097383	0.462476404	-0.060728872	-0.065293637	-0.058384383	-0.153401373	-0.034960151
ENSMUSG00000071690	-0.093800835	-0.369138982	-0.483992384	-0.284661648	-0.283801382	-0.357063611
ENSMUSG00000025326	0.759245092	0.242212929	0.408891914	-0.099741414	0.123149781	0.02734161
ENSMUSG00000097650	0.437310791	0.029011248	0.424278298	-0.09030713	0.226791391	0.049445888
ENSMUSG00000030695	0.505686351	-0.158891446	-0.389094637	-0.666387047	-0.448584502	-0.624155235
ENSMUSG00000001911	0.549027228	0.405398181	0.432727711	0.148152187	0.790943338	0.431862252
ENSMUSG00000030697	0.298945282	-0.229908964	-0.018560748	-0.253957179	-0.177595797	-0.216644937
ENSMUSG00000059552	-0.054952925	-0.144725453	-0.391897053	-0.290649583	-0.273680471	-0.321202925
ENSMUSG00000010142	0.152026718	0.241806544	-0.005611847	0.467240187	0.278275372	0.473302972
ENSMUSG00000059005	0.722595466	-0.128039613	-0.057660026	-0.368340361	-0.297690147	-0.281192813
ENSMUSG00000059554	0.13043556	-0.046175609	0.144102707	0.184830672	0.103129784	0.247476795
ENSMUSG00000059555	0.005640271	-0.182429722	-0.241352927	-0.398922415	-0.150964888	-0.330915484
ENSMUSG00000021928	0.44790932	-0.05405558	0.135311564	0.235377188	0.113518459	0.307075444
ENSMUSG00000036333	0.147796995	0.065348764	-0.186520122	-0.26344126	-0.389946961	-0.257352508
ENSMUSG00000033124	0.425287269	-0.098581157	-0.077887175	-0.369248164	-0.222562149	-0.329715837
ENSMUSG00000036442	0.201265715	-0.099139336	0.474897378	0.080771409	-0.159937202	0.095473378
ENSMUSG00000032288	0.363197062	-0.158094753	-0.006411258	-0.101992759	-0.033114974	-0.085672184
ENSMUSG00000036339	0.630591292	-0.168720492	0.476594804	-0.297598984	-0.078459955	-0.180923422
ENSMUSG00000074238	0.579119151	-0.130377662	-0.107218285	-0.404543385	-0.107870684	-0.31227087
ENSMUSG00000033128	0.788504879	0.072272936	0.26499689	-0.091875611	-0.051744244	0.031536813
ENSMUSG00000041605	-0.166919741	-0.076317083	0.127580572	-0.036962258	0.148985709	0.001890612
ENSMUSG00000005580	0.882324033	0.238093546	1.249221767	0.33343305	0.603106415	0.631737069
ENSMUSG00000073176	0.135196977	-0.098926931	-0.070277374	-0.305552051	-0.229053114	-0.315064075
ENSMUSG00000050786	0.012521997	-0.220803552	-0.183388396	-0.009341884	-0.258089846	-0.035398857
ENSMUSG00000047604	0.876602168	0.184076775	0.303222956	-0.013717745	-0.064903658	0.040474763
ENSMUSG00000047603	-0.102111821	0.284242736	-0.229215213	0.105607636	-0.098536743	-0.011063808
ENSMUSG00000072762	0.562390686	0.422353994	0.742085088	0.206624305	0.253357199	0.254999913
ENSMUSG00000072763	0.038780644	-0.236274746	0.150746834	-0.050445507	0.011562556	0.010083596
ENSMUSG00000037315	0.174774472	-0.088705585	0.166780647	-0.210120199	-0.082953432	-0.14505344
ENSMUSG00000037316	0.571752291	-0.176458161	0.605090633	0.010912459	-0.020116979	0.117666232
ENSMUSG00000030471	0.484313077	-0.050897786	0.038925894	-0.354193398	-0.101143886	-0.236456685
ENSMUSG00000032280	0.319437849	-0.138738433	-0.211869782	-0.276847512	-0.17447773	-0.254254634
ENSMUSG00000037318	-0.109546902	-0.094816223	-0.403596866	-0.118087372	-0.040738974	-0.132257151
ENSMUSG00000073910	0.070245742	-0.08831526	-0.644801397	-0.254530336	-0.596143848	-0.408867821
ENSMUSG00000097039	1.350845921	0.409449567	0.620978291	-0.318330616	0.086931463	0.016325078
ENSMUSG00000027878	1.061369129	0.375948763	0.309696069	0.04898209	0.161657804	0.214446028
ENSMUSG00000051786	0.612355031	-0.183415011	0.206080743	-0.305091404	-0.107159254	-0.204275467
ENSMUSG00000024403	0.16550056925	-0.31623803025	-0.21373011025	-0.4193259635	-0.42631310925	-0.42646753
ENSMUSG00000027650	0.66932964	0.06559636	0.514129195	-0.18502292	0.074096357	-0.057259952
ENSMUSG00000027368	0.703288731	-0.101738017	0.090827034	-0.197883871	-0.242612142	-0.136746958
ENSMUSG00000027652	0.772836547	0.203652282	0.480800468	-0.179578086	0.028388173	-0.029863195
ENSMUSG00000024404	0.451257458	-0.467719294	-0.032911615	-0.126759133	-0.084809957	-0.059050231
ENSMUSG00000027300	0.429209109	-0.01875055	0.19354673	-0.222847263	-0.251359993	-0.188932041
ENSMUSG00000027306	0.063140794	-0.188859072	-0.344993333	-0.198527541	-0.38380544	-0.247372828
ENSMUSG00000027304	1.057587023	0.422567263	0.728680565	0.206635592	0.402409644	0.405259555
ENSMUSG00000027305	-0.021374053	-0.159332578	-0.179949672	-0.140727721	-0.174041057	-0.188251541
ENSMUSG00000038365	0.276487067	0.333812604	0.28947712	0.173056511	0.13756072	0.19128842
ENSMUSG00000027244	0.566703692	0.16524926	0.310634759	-0.196998836	-0.002140874	-0.112402317
ENSMUSG00000031875	0.938831158	-0.438336131	0.450617915	-0.600152165	-0.592434905	-0.484063329
ENSMUSG00000027575	0.346428574	-0.014759534	0.434038661	0.011128369	0.211459414	0.166169945
ENSMUSG00000055447	0.69206196	-0.153241681	0.083400924	-0.451237841	-0.249882593	-0.360213225
ENSMUSG00000090387	0.444268433	0.297178721	0.275200954	0.072724671	0.112479663	0.168136502
ENSMUSG00000004788	0.308380263	-0.138865517	-0.266775626	-0.154873937	-0.222283513	-0.124670202
ENSMUSG00000048930	0.746730219	-0.075065893	0.096878458	-0.328830924	0.044817134	-0.212546466
ENSMUSG00000092232	0.401036523	0.037971253	0.339993864	-0.010912805	0.276200871	0.056297479
ENSMUSG00000092233	0.138329772	-0.223580233	-0.015343823	-0.250918619	-0.144814627	-0.231462826
ENSMUSG00000021224	0.26622105	-0.285374208	-0.109382597	-0.410185203	-0.38014703	-0.386827237
ENSMUSG00000020253	0.985867156	0.352620378	0.423946933	-0.093814077	-0.113025493	-0.005003302
ENSMUSG00000021222	0.018254839	-0.176475441	-0.084370576	0.093950318	-0.072732887	0.090770568
ENSMUSG00000096923	0.252011585	0.109042079	0.094048482	0.048004976	-0.115406228	0.010022889
ENSMUSG00000027242	0.483660333	-0.197855589	-0.081881865	-0.295523068	-0.323887492	-0.206945156
ENSMUSG00000021221	0.315355513	-0.273128845	-0.183678114	-0.273570744	-0.265327224	-0.28454086
ENSMUSG00000051007	0.678457717	-0.074869748	-0.167150423	-0.237404068	-0.103198219	-0.160537733
ENSMUSG00000096929	0.271818579857	0.288114766429	0.283012181	-0.0991061874286	0.0859165731429	-0.00244938257143
ENSMUSG00000090564	0.089015665	-0.272314414	-0.150159578	-0.261144238	-0.03383239	-0.20845472
ENSMUSG00000058835	-0.111773821	-0.383595343	-0.331455853	-0.012937364	-0.207661316	-0.038211524
ENSMUSG00000058833	0.328764705	0.033156407	0.036082884	-0.349748487	-0.101119717	-0.243865888
ENSMUSG00000066037	0.930644795	0.01834503	0.070139058	-0.477942881	-0.136764673	-0.321046725
ENSMUSG00000024513	0.624350213429	-0.0615851172857	0.324404635857	0.0935951154286	0.177284216143	0.226872238714
ENSMUSG00000031256	1.038741174	0.177357547	0.219673082	-0.060571907	0.083837768	0.057641925
ENSMUSG00000057337	0.61728378	-0.094912009	-0.353209455	-0.616281091	-0.382872495	-0.621441015
ENSMUSG00000040734	0.366165928	-0.061004678	0.433281671	0.057049694	-0.023586242	0.087798018
ENSMUSG00000085167	0.535408167	0.198263811	-0.301779099	-0.799312264	-0.431175195	-0.729069724
ENSMUSG00000024400	0.643049982	0.405897719	-0.032856411	-0.011721318	-0.189337028	-0.018396695
ENSMUSG00000040731	1.069999873	-0.062074438	0.484099687	-0.070893767	0.303970829	0.192682851
ENSMUSG00000040738	0.243209208	0.204290632	-0.258977345	0.066154612	-0.181476496	-0.010912942
ENSMUSG00000085169	0.952466391	0.10405497	0.575350491	0.003522384	0.294978147	0.206599292
ENSMUSG00000051504	-0.101151506	0.357849764	0.229055214	0.403768252	0.593823534	0.426748621
ENSMUSG00000020776	0.010987462	-0.124938578	0.01387276	-0.100879964	-0.023126437	-0.009962908
ENSMUSG00000043126	0.346118465	-0.224121581	-0.118534689	-0.350503403	-0.324170159	-0.361603191
ENSMUSG00000052142	-0.203145404	-0.073513259	-0.099080189	-0.329267514	-0.178273963	-0.383028379
ENSMUSG00000052144	1.202323931	0.100639243	0.882482764	-0.240510174	0.337348397	0.093299791
ENSMUSG00000052146	0.917146086	0.264444595	0.06853862	-0.201897438	0.093939388	-0.044614959
ENSMUSG00000089847	0.463634261	0.056828523	0.166079682	-0.053178855	0.104218848	0.079668535
ENSMUSG00000089664	-0.375148629	0.536253725	-0.229607302	0.215525535	-0.113294353	-0.017788468
ENSMUSG00000030871	0.589998126	-0.28271907	-0.059178693	-0.387403989	-0.281606515	-0.271758292
ENSMUSG00000059689	0.475555338	0.192338927	0.361583181	0.150870931	0.309356959	0.26147492
ENSMUSG00000062190	0.328738231	0.047891983	-0.032348407	-0.382684696	-0.203958653	-0.39211034
ENSMUSG00000025223	0.9449355058	0.2335726762	0.3179482262	0.0076855762	0.2846974752	0.1731911754
ENSMUSG00000034206	0.37388996	0.043920258	0.029860736	-0.153116581	-0.087461449	-0.056976468
ENSMUSG00000034757	0.635457453	0.069248707	-0.061524151	-0.238401163	-0.259374592	-0.150705785
ENSMUSG00000025220	0.44140093	-0.020946312	-0.335268725	-0.439120834	-0.359277121	-0.414872633
ENSMUSG00000025226	0.19555119	0.059736221	-0.170887254	-0.055109479	-0.020615906	-0.055601837
ENSMUSG00000025225	0.8495995396	0.1771747624	0.0433387368	-0.3606701758	-0.0077789964	-0.2477908756
ENSMUSG00000025224	0.058878999	-0.133257346	-0.29941628	-0.237249326	-0.287689211	-0.282940127
ENSMUSG00000043384	0.210828079	0.092217381	-0.118148078	0.029494283	-0.283280117	-0.01729539
ENSMUSG00000021024	0.583348602	-0.037797988	0.093616463	-0.272491688	-0.105309594	-0.178035483
ENSMUSG00000021027	0.179690208	-0.099243268	-0.274540343	-0.472707399	-0.339361493	-0.458862228
ENSMUSG00000025228	0.068207987	-0.231704203	-0.209565838	-0.3208523	-0.360756148	-0.334981581
ENSMUSG00000034758	0.7120443658	-0.0735273728	-0.0484570854	-0.2862613808	-0.1566132768	-0.2030291964
ENSMUSG00000021023	0.145260396	-0.211728365	-0.013529693	-0.145520969	-0.082930996	-0.103471923
ENSMUSG00000021022	0.145260396	-0.211728365	-0.013529693	-0.145520969	-0.082930996	-0.103471923
ENSMUSG00000050812	0.322707123	-0.106312931	-0.230556375	-0.213758951	-0.274136943	-0.248372743
ENSMUSG00000032757	0.055431376	0.11909726	-0.110291329	0.251755145	0.031205095	0.283238871
ENSMUSG00000032754	0.667600857	0.021409756	-0.049905869	-0.308297116	-0.167070805	-0.233280348
ENSMUSG00000042063	0.008788413	-0.191261808	-0.300677302	-0.116626036	-0.353351617	-0.182326238
ENSMUSG00000032750	0.244568115	0.586382045	0.087951167	0.079496925	0.07774235	0.077996018
ENSMUSG00000029560	1.087497278	0.350664734	0.512450546	0.247929055	0.413817273	0.46269412
ENSMUSG00000029561	-0.035338104	0.372509217	0.224832898	0.03616875	0.201172259	0.041126711
ENSMUSG00000023977	0.059876303	-0.103660026	-0.208262752	-0.150251619	-0.105603054	-0.115997684
ENSMUSG00000023971	0.241001589	-0.088432548	-0.134115051	-0.145032747	-0.078386033	-0.121572108
ENSMUSG00000023973	0.643884066	-0.224091373	-0.054846769	-0.301393129	-0.160647206	-0.184053402
ENSMUSG00000029569	0.837065873	0.096256266	0.276971957	-0.247719741	0.171641422	-0.07093506
ENSMUSG00000084785	0.520981408	0.014276741	0.172263071	-0.168030755	-0.17939411	-0.127745067
ENSMUSG00000084786	0.230728000667	0.0589325233333	0.204031856333	0.179564392667	0.102289448167	0.187821017
ENSMUSG00000042650	0.574306422	-0.094659443	-0.056215028	-0.42988171	-0.237358644	-0.381995538
ENSMUSG00000045973	0.591538148	0.049369359	0.366653346	0.091933471	0.081244226	0.180216334
ENSMUSG00000062997	0.509779436	-0.116314588	0.43139754	-0.062786507	0.115837415	0.064166116
ENSMUSG00000045975	0.39327223	0.329179792	0.381976467	0.277568909	0.390587257	0.376728745
ENSMUSG00000028965	0.199643468	-0.22354042	-0.040860707	-0.208732737	-0.279481782	-0.197459616
